plate,lat,lon
cp,-20.712,68.559
cp,-20.878,68.277
cp,-21.45,68.653
cp,-22.088,69.202
cp,-22.387,68.797
cp,-22.831,69.162
cp,-23.373,69.558
cp,-23.709,69.85
cp,-24.04,69.402
cp,-24.369,69.68
cp,-24.678,69.939
cp,-24.97,69.592
cp,-25.483,70.09
cp,-25.651,69.96
cp,-25.651,69.96
cp,-26.06,70.409
cp,-25.912,70.665
cp,-26.187,70.994
cp,-26.083,71.135
cp,-26.454,71.58
cp,-26.386,71.717
cp,-26.656,72.066
cp,-26.718,72.008
cp,-27.146,72.463
cp,-27.573,72.92
cp,-27.446,73.123
cp,-27.655,73.4
cp,-27.57,73.534
cp,-27.944,73.969
cp,-28.317,74.406
cp,-28.541,74.192
cp,-28.904,74.592
cp,-29.265,74.994
cp,-29.328,74.938
cp,-29.839,75.554
cp,-30.006,75.364
cp,-30.118,75.515
cp,-30.24,75.393
cp,-30.573,75.797
cp,-30.906,76.204
cp,-30.97,76.148
cp,-31.465,76.689
cp,-31.719,76.395
cp,-32.09,76.812
cp,-32.459,77.233
cp,-32.828,77.658
cp,-33.194,78.086
cp,-32.531,78.908
cp,-31.856,79.726
cp,-31.169,80.54
cp,-30.472,81.349
cp,-29.763,82.153
cp,-29.044,82.951
cp,-28.316,83.744
cp,-27.578,84.531
cp,-26.832,85.312
cp,-26.077,86.087
cp,-25.315,86.855
cp,-24.546,87.617
cp,-23.771,88.372
cp,-22.99,89.119
cp,-22.204,89.86
cp,-21.413,90.593
cp,-20.619,91.319
cp,-19.822,92.038
cp,-19.022,92.748
cp,-18.221,93.451
cp,-17.419,94.146
cp,-16.617,94.834
cp,-15.815,95.513
cp,-15.014,96.184
cp,-14.215,96.847
cp,-13.418,97.503
cp,-12.624,98.15
cp,-11.834,98.789
cp,-11.048,99.419
cp,-10.266,100.042
cp,-9.49,100.657
cp,-8.719,101.263
cp,-7.955,101.862
cp,-7.197,102.452
cp,-6.558,101.858
cp,-5.983,101.346
cp,-5.305,100.791
cp,-4.656,100.359
cp,-4.145,99.98
cp,-3.729,99.675
cp,-3.312,99.37
cp,-2.665,98.874
cp,-2.021,98.301
cp,-1.634,98.035
cp,-1.247,97.769
cp,-0.547,97.372
cp,0.116,97.011
cp,0.759,96.67
cp,1.123,96.379
cp,0.882,93.852
cp,0.549,93.046
cp,0.216,92.241
cp,-0.117,91.436
cp,-0.45,90.63
cp,-0.783,89.825
cp,-1.179,89.43
cp,-1.574,89.036
cp,-2.271,88.828
cp,-2.969,88.62
cp,-3.529,87.923
cp,-4.088,87.225
cp,-3.716,86.501
cp,-3.344,85.779
cp,-3.181,84.987
cp,-3.017,84.195
cp,-3.225,83.729
cp,-3.433,83.263
cp,-3.641,82.796
cp,-3.848,82.33
cp,-4.031,81.701
cp,-4.213,81.072
cp,-4.393,80.374
cp,-4.573,79.676
cp,-4.752,79.141
cp,-4.932,78.606
cp,-4.994,77.981
cp,-5.055,77.356
cp,-5.046,76.779
cp,-5.038,76.203
cp,-4.776,75.518
cp,-4.514,74.833
cp,-4.411,74.358
cp,-4.307,73.883
cp,-4.927,73.77
cp,-5.778,73.704
cp,-6.191,73.544
cp,-7.039,73.392
cp,-7.038,72.884
cp,-6.867,72.355
cp,-6.696,71.834
cp,-6.599,71.312
cp,-6.502,70.786
cp,-6.474,70.292
cp,-6.445,69.806
cp,-6.538,69.007
cp,-6.811,68.274
cp,-6.811,68.274
CR,-16.849,173.901
CR,-17.163,173.88
CR,-17.49,173.744
CR,-17.68,173.66
CR,-17.962,173.55
CR,-18.238,173.409
CR,-18.532,173.251
CR,-18.52,173.425
CR,-18.774,173.447
CR,-18.999,173.453
CR,-19.221,173.439
CR,-19.43,173.429
CR,-19.662,173.398
CR,-19.89,173.36
CR,-20.086,173.335
CR,-20.377,173.351
CR,-20.625,173.384
CR,-20.837,173.38
CR,-20.995,173.383
CR,-21.14,173.379
CR,-21.148,174.119
CR,-21.357,174.115
CR,-21.578,174.112
CR,-21.841,174.09
CR,-22.236,174.056
CR,-22.488,174.034
CR,-22.488,174.034
CR,-22.17,174.584
CR,-21.75,175.231
CR,-21.422,175.733
CR,-21.166,176.121
CR,-20.629,175.828
CR,-20.189,175.59
CR,-20.189,175.59
CR,-19.977,175.574
CR,-19.755,175.559
CR,-19.547,175.772
CR,-19.445,175.839
CR,-19.327,175.885
CR,-19.162,175.9
CR,-19.08,175.922
CR,-19.022,175.975
CR,-18.895,176.061
CR,-18.732,176.136
CR,-18.611,176.212
CR,-18.319,176.215
CR,-18.242,176.244
CR,-18.14,176.3
CR,-18.038,176.342
CR,-17.823,176.336
CR,-17.804,175.973
CR,-17.541,175.986
CR,-17.239,176.036
CR,-17.09,176.065
CR,-16.965,176.106
CR,-16.816,176.148
CR,-16.67,176.179
CR,-16.552,176.184
CR,-16.552,176.184
CR,-16.558,175.893
CR,-16.586,175.612
CR,-16.622,175.487
CR,-16.629,175.381
CR,-16.741,175.226
CR,-16.748,175.107
CR,-16.873,174.885
CR,-16.563,174.503
CR,-16.849,173.901
CR,-16.849,173.901
EA,-22.114,-114.421
EA,-22.196,-114.505
EA,-22.543,-114.498
EA,-23.024,-114.567
EA,-23.04,-114.875
EA,-23.179,-114.962
EA,-23.237,-115.183
EA,-23.398,-115.254
EA,-23.468,-115.599
EA,-23.884,-115.424
EA,-24.017,-115.402
EA,-24.105,-115.482
EA,-24.242,-115.912
EA,-24.383,-115.968
EA,-24.458,-116.184
EA,-24.556,-116.225
EA,-24.848,-116.099
EA,-25.172,-116.49
EA,-25.416,-116.353
EA,-25.674,-116.028
EA,-25.968,-115.769
EA,-26.243,-115.518
EA,-26.466,-115.291
EA,-26.604,-115.105
EA,-26.725,-114.526
EA,-26.79,-113.944
EA,-26.809,-113.608
EA,-26.83,-112.976
EA,-26.83,-112.976
EA,-26.724,-112.947
EA,-26.801,-112.684
EA,-26.554,-112.658
EA,-26.282,-112.683
EA,-26.038,-112.672
EA,-25.934,-112.62
EA,-25.926,-112.55
EA,-25.787,-112.541
EA,-25.786,-112.455
EA,-25.683,-112.437
EA,-25.664,-112.364
EA,-25.564,-112.366
EA,-25.429,-112.388
EA,-25.198,-112.443
EA,-25.059,-112.453
EA,-25.027,-111.978
EA,-24.891,-111.977
EA,-24.659,-112.048
EA,-24.448,-112.103
EA,-24.222,-112.123
EA,-24.11,-112.098
EA,-24.032,-111.713
EA,-23.86,-111.763
EA,-23.727,-111.832
EA,-23.475,-111.864
EA,-23.327,-111.871
EA,-23.209,-111.741
EA,-23.016,-111.924
EA,-22.821,-112.208
EA,-22.619,-112.575
EA,-22.407,-112.934
EA,-22.223,-113.28
EA,-22.126,-113.61
EA,-22.102,-113.906
EA,-22.106,-114.125
EA,-22.114,-114.421
EA,-22.114,-114.421
eu,39.4,-29.77
eu,39.315,-29.335
eu,39.255,-29.297
eu,39.25,-29.26
eu,39.279,-29.188
eu,39.294,-29.147
eu,39.323,-29.09
eu,39.338,-29.049
eu,39.366,-28.982
eu,39.379,-28.951
eu,39.412,-28.895
eu,39.373,-28.853
eu,39.299,-28.781
eu,39.263,-28.745
eu,39.214,-28.686
eu,39.179,-28.666
eu,39.121,-28.619
eu,39.13,-28.567
eu,39.156,-28.484
eu,39.134,-28.452
eu,39.093,-28.42
eu,39.058,-28.395
eu,39.02,-28.365
eu,38.993,-28.342
eu,38.939,-28.292
eu,38.952,-28.215
eu,38.968,-28.12
eu,38.983,-28.059
eu,39.004,-27.955
eu,39.0,-27.793
eu,38.942,-27.722
eu,38.914,-27.68
eu,38.864,-27.606
eu,38.836,-27.559
eu,38.782,-27.484
eu,38.78,-27.239
eu,38.7,-27.203
eu,38.666,-27.174
eu,38.607,-27.129
eu,38.571,-27.09
eu,38.491,-27.029
eu,38.464,-27.007
eu,38.4,-26.941
eu,38.36,-26.901
eu,38.278,-26.83
eu,38.42,-26.718
eu,38.358,-26.647
eu,38.324,-26.614
eu,38.255,-26.532
eu,38.222,-26.494
eu,38.149,-26.417
eu,38.116,-26.379
eu,38.047,-26.302
eu,38.036,-26.171
eu,37.965,-26.075
eu,37.935,-26.043
eu,37.839,-25.916
eu,37.878,-25.808
eu,37.816,-25.734
eu,37.79,-25.698
eu,37.722,-25.633
eu,37.818,-25.538
eu,37.752,-25.464
eu,37.718,-25.427
eu,37.663,-25.355
eu,37.769,-25.267
eu,37.646,-25.101
eu,37.644,-24.983
eu,37.609,-24.931
eu,37.584,-24.892
eu,37.552,-24.845
eu,37.533,-24.816
eu,37.5,-24.775
eu,37.467,-24.733
eu,37.411,-24.667
eu,37.352,-24.702
eu,37.273,-24.738
eu,37.217,-24.75
eu,37.127,-24.68
eu,37.095,-24.634
eu,37.017,-24.554
eu,36.971,-24.5
eu,36.91,-24.434
eu,36.863,-24.385
eu,36.792,-24.311
eu,36.781,-24.255
eu,36.788,-24.146
eu,36.755,-24.046
eu,36.646,-23.57
eu,36.702,-22.893
eu,36.754,-22.216
eu,36.82,-21.507
eu,36.881,-20.797
eu,36.954,-20.24
eu,37.025,-19.682
eu,37.307,-18.618
eu,37.466,-18.124
eu,37.503,-17.584
eu,37.435,-16.742
eu,37.297,-15.841
eu,37.212,-15.386
eu,37.021,-15.143
eu,37.21,-14.411
eu,37.395,-13.675
eu,36.864,-12.903
eu,36.328,-12.142
eu,35.851,-11.585
eu,36.098,-10.923
eu,36.392,-10.429
eu,36.651,-9.977
eu,36.43,-9.545
eu,36.051,-8.785
eu,35.667,-8.031
eu,35.273,-7.193
eu,35.063,-6.73
eu,34.784,-6.064
eu,34.517,-6.04
eu,34.263,-6.0
eu,34.019,-5.808
eu,33.985,-5.397
eu,34.078,-5.072
eu,34.068,-4.706
eu,34.199,-4.056
eu,35.014,-3.782
eu,35.596,-3.749
eu,35.858,-3.296
eu,36.018,-2.893
eu,36.105,-2.573
eu,35.898,-1.992
eu,35.771,-1.516
eu,35.776,-0.748
eu,35.904,0.003
eu,36.072,0.667
eu,36.282,1.245
eu,36.503,1.97
eu,36.594,2.38
eu,36.851,3.454
eu,36.969,4.297
eu,37.082,5.142
eu,37.154,5.974
eu,37.322,6.784
eu,37.32,7.215
eu,37.358,7.805
eu,37.468,8.265
eu,38.212,8.942
eu,38.47,9.7
eu,38.685,10.373
eu,39.067,11.118
eu,38.934,11.778
eu,38.849,12.434
eu,38.611,13.314
eu,38.695,14.114
eu,38.292,15.175
eu,37.309,16.236
eu,37.503,17.168
eu,38.516,18.031
eu,25.984,67.268
eu,27.912,67.332
eu,29.377,67.277
eu,31.006,70.258
eu,32.947,70.942
eu,34.682,72.459
eu,32.881,75.089
eu,31.154,76.521
eu,29.393,79.197
eu,27.881,82.935
eu,27.022,87.219
eu,27.033,91.781
eu,28.11,96.792
eu,26.287,96.906
eu,24.48,96.117
eu,23.015,95.909
eu,21.681,95.918
eu,20.04,96.016
eu,18.705,96.341
eu,17.435,96.466
eu,16.003,96.447
eu,17.066,101.451
eu,17.766,106.756
eu,18.038,112.098
eu,19.288,113.517
eu,20.561,112.784
eu,21.831,112.038
eu,23.141,108.561
eu,24.646,106.578
eu,26.355,105.419
eu,27.878,104.942
eu,29.713,107.133
eu,31.252,111.209
eu,32.843,111.651
eu,34.854,113.599
eu,32.968,117.284
eu,58.069,141.8
eu,61.255,145.306
eu,64.438,145.487
eu,67.91,139.381
eu,71.865,134.017
eu,75.495,128.519
eu,79.759,123.408
eu,82.539,117.171
eu,83.966,110.959
eu,84.486,105.302
eu,84.911,99.444
eu,85.154,94.155
eu,85.346,88.486
eu,85.556,83.142
eu,85.768,78.403
eu,86.106,72.984
eu,86.306,68.208
eu,86.755,62.462
eu,86.787,58.018
eu,86.746,54.561
eu,86.706,50.77
eu,86.641,47.523
eu,86.496,43.48
eu,86.291,38.301
eu,86.161,35.607
eu,86.053,33.34
eu,85.908,30.972
eu,85.81,29.229
eu,85.867,27.427
eu,85.859,25.383
eu,85.817,23.347
eu,85.799,21.343
eu,85.684,19.285
eu,85.591,17.89
eu,85.486,16.063
eu,85.38,14.666
eu,85.281,13.242
eu,85.137,11.704
eu,85.067,10.659
eu,84.958,9.809
eu,85.009,8.938
eu,84.898,8.134
eu,84.762,6.665
eu,84.632,5.178
eu,84.57,4.508
eu,84.597,4.035
eu,84.462,3.024
eu,84.344,2.235
eu,84.223,1.301
eu,84.102,0.405
eu,83.996,-0.469
eu,83.864,-1.206
eu,83.69,-2.363
eu,83.57,-3.204
eu,83.43,-4.148
eu,83.249,-5.154
eu,83.0,-6.234
eu,82.868,-7.212
eu,82.691,-5.865
eu,82.519,-5.01
eu,82.328,-3.7
eu,82.29,-3.796
eu,82.05,-4.537
eu,81.913,-5.033
eu,81.62,-3.909
eu,81.552,-4.152
eu,81.37,-4.641
eu,81.251,-3.454
eu,81.126,-2.414
eu,80.993,-2.779
eu,80.792,-3.364
eu,80.755,-2.942
eu,80.625,-1.684
eu,80.37,-2.341
eu,80.308,-1.766
eu,80.213,-0.969
eu,80.142,-0.251
eu,80.026,0.628
eu,79.909,1.487
eu,79.78,2.378
eu,79.657,3.296
eu,79.533,4.39
eu,79.228,3.901
eu,78.806,4.691
eu,78.641,5.592
eu,78.444,6.776
eu,78.235,7.785
eu,75.188,8.212
eu,74.946,8.63
eu,74.377,9.133
eu,73.371,7.791
eu,73.252,7.391
eu,73.145,6.782
eu,73.019,6.055
eu,72.924,5.586
eu,72.82,4.97
eu,72.697,4.3
eu,72.58,3.609
eu,72.433,2.781
eu,72.328,1.991
eu,72.134,0.901
eu,72.015,0.281
eu,71.91,-0.392
eu,71.815,-0.975
eu,71.685,-1.743
eu,71.592,-2.399
eu,71.5,-2.937
eu,71.398,-3.692
eu,71.49,-4.072
eu,71.432,-4.36
eu,71.333,-4.741
eu,71.431,-5.157
eu,71.54,-5.699
eu,71.465,-5.917
eu,71.387,-6.333
eu,71.282,-6.9
eu,71.125,-7.375
eu,71.217,-7.941
eu,71.456,-9.393
eu,71.615,-10.356
eu,71.774,-11.37
eu,71.588,-11.714
eu,71.396,-12.106
eu,71.252,-12.359
eu,71.147,-11.865
eu,71.052,-11.356
eu,70.876,-11.669
eu,70.707,-12.009
eu,70.563,-12.255
eu,70.698,-12.905
eu,70.772,-13.396
eu,70.816,-13.892
eu,70.726,-14.036
eu,70.517,-14.237
eu,70.354,-14.448
eu,70.389,-14.734
eu,70.168,-15.024
eu,69.84,-15.425
eu,69.55,-15.716
eu,69.55,-15.716
eu,69.265,-16.034
eu,69.038,-16.263
eu,68.808,-16.487
eu,68.865,-17.154
eu,68.7,-17.392
eu,68.4,-17.829
eu,68.066,-18.22
eu,67.738,-18.49
eu,67.443,-18.756
eu,67.058,-19.099
eu,66.934,-18.118
eu,66.781,-18.247
eu,66.685,-17.474
eu,66.365,-17.718
eu,66.203,-16.507
eu,65.944,-16.656
eu,65.677,-16.859
eu,65.379,-17.025
eu,64.995,-17.141
eu,64.737,-17.367
eu,64.489,-17.822
eu,64.182,-18.626
eu,63.985,-19.041
eu,63.862,-19.238
eu,63.949,-20.097
eu,64.017,-20.731
eu,64.067,-21.298
eu,63.922,-22.066
eu,63.836,-22.537
eu,63.767,-22.872
eu,63.65,-23.059
eu,63.651,-23.33
eu,63.568,-23.487
eu,63.474,-23.741
eu,63.355,-24.009
eu,63.23,-24.255
eu,63.11,-24.519
eu,62.992,-24.721
eu,62.924,-24.888
eu,62.8,-25.035
eu,62.71,-25.156
eu,62.614,-25.311
eu,62.62,-25.449
eu,62.503,-25.643
eu,62.375,-25.875
eu,62.237,-26.107
eu,62.105,-26.309
eu,61.939,-26.526
eu,61.825,-26.768
eu,61.665,-27.032
eu,61.532,-27.226
eu,61.398,-27.389
eu,61.252,-27.582
eu,61.066,-27.855
eu,60.956,-28.024
eu,60.848,-28.192
eu,60.705,-28.408
eu,60.566,-28.642
eu,60.419,-28.829
eu,60.333,-28.927
eu,60.34,-29.029
eu,60.273,-29.118
eu,60.168,-29.224
eu,60.083,-29.372
eu,60.083,-29.372
eu,59.969,-29.508
eu,59.868,-29.636
eu,59.751,-29.849
eu,59.618,-30.043
eu,59.529,-30.163
eu,59.39,-30.305
eu,59.238,-30.453
eu,59.093,-30.647
eu,58.941,-30.791
eu,58.976,-30.977
eu,58.892,-31.039
eu,58.805,-31.178
eu,58.69,-31.303
eu,58.574,-31.427
eu,58.447,-31.556
eu,58.468,-31.745
eu,58.397,-31.8
eu,58.34,-31.872
eu,58.249,-31.983
eu,58.148,-32.123
eu,57.998,-32.281
eu,58.006,-32.472
eu,57.957,-32.492
eu,57.88,-32.619
eu,57.773,-32.708
eu,57.642,-32.806
eu,57.667,-32.918
eu,57.608,-32.964
eu,57.548,-33.01
eu,57.451,-33.07
eu,57.285,-33.203
eu,57.265,-33.377
eu,57.264,-33.497
eu,57.163,-33.509
eu,57.088,-33.535
eu,57.001,-33.566
eu,56.874,-33.587
eu,56.871,-33.682
eu,56.883,-33.796
eu,56.902,-33.978
eu,56.827,-34.004
eu,56.78,-34.043
eu,56.739,-34.072
eu,56.746,-34.218
eu,56.659,-34.247
eu,56.577,-34.321
eu,56.502,-34.346
eu,56.498,-34.44
eu,56.436,-34.46
eu,56.337,-34.493
eu,56.21,-34.51
eu,56.061,-34.558
eu,55.939,-34.62
eu,55.812,-34.638
eu,55.849,-34.877
eu,55.774,-34.901
eu,55.691,-34.972
eu,55.483,-35.08
eu,55.326,-35.173
eu,55.141,-35.251
eu,54.996,-35.339
eu,54.971,-35.212
eu,54.913,-35.274
eu,54.786,-35.289
eu,54.678,-35.365
eu,54.516,-35.412
eu,54.331,-35.488
eu,54.327,-35.313
eu,54.308,-35.121
eu,54.22,-35.147
eu,54.111,-35.201
eu,53.951,-35.27
eu,53.828,-35.327
eu,53.668,-35.395
eu,53.546,-35.452
eu,53.512,-35.246
eu,53.475,-35.257
eu,53.388,-35.282
eu,53.238,-35.325
eu,53.211,-35.183
eu,53.134,-35.184
eu,52.99,-35.161
eu,52.861,-35.156
eu,52.705,-35.138
eu,52.704,-35.011
eu,52.704,-34.884
eu,52.708,-34.925
eu,52.682,-34.572
eu,52.663,-34.175
eu,52.648,-33.712
eu,52.628,-33.335
eu,52.615,-33.02
eu,52.595,-32.857
eu,52.581,-32.649
eu,52.556,-32.359
eu,52.516,-32.053
eu,52.504,-31.866
eu,52.465,-31.582
eu,52.42,-31.257
eu,52.343,-31.265
eu,52.263,-31.253
eu,52.109,-31.268
eu,52.105,-31.058
eu,52.094,-30.807
eu,52.057,-30.376
eu,52.03,-30.026
eu,51.953,-30.036
eu,51.858,-30.011
eu,51.765,-30.006
eu,51.62,-30.001
eu,51.424,-29.996
eu,51.254,-30.001
eu,51.107,-29.977
eu,50.99,-29.982
eu,50.931,-29.942
eu,50.861,-29.909
eu,50.79,-29.875
eu,50.743,-29.831
eu,50.694,-29.768
eu,50.598,-29.662
eu,50.499,-29.537
eu,50.469,-29.508
eu,50.416,-29.427
eu,50.32,-29.322
eu,50.221,-29.198
eu,50.195,-29.127
eu,50.151,-29.022
eu,50.068,-28.995
eu,49.988,-28.987
eu,49.905,-28.96
eu,49.815,-28.895
eu,49.731,-28.869
eu,49.657,-28.818
eu,49.653,-28.718
eu,49.639,-28.562
eu,49.583,-28.545
eu,49.481,-28.486
eu,49.369,-28.452
eu,49.286,-28.426
eu,49.22,-28.353
eu,49.161,-28.317
eu,49.099,-28.263
eu,48.996,-28.206
eu,48.909,-28.162
eu,48.803,-28.087
eu,48.688,-28.035
eu,48.605,-28.011
eu,48.609,-27.89
eu,48.585,-27.76
eu,48.517,-27.749
eu,48.421,-27.731
eu,48.325,-27.712
eu,48.205,-27.704
eu,48.09,-27.654
eu,47.994,-27.635
eu,47.886,-27.622
eu,47.775,-27.59
eu,47.651,-27.564
eu,47.658,-27.463
eu,47.602,-27.448
eu,47.522,-27.443
eu,47.473,-27.464
eu,47.393,-27.459
eu,47.341,-27.461
eu,47.264,-27.474
eu,47.205,-27.441
eu,47.114,-27.382
eu,46.999,-27.334
eu,46.922,-27.347
eu,46.849,-27.377
eu,46.757,-27.378
eu,46.755,-27.436
eu,46.691,-27.444
eu,46.638,-27.446
eu,46.485,-27.472
eu,46.356,-27.487
eu,46.304,-27.489
eu,46.203,-27.512
eu,46.213,-27.565
eu,46.149,-27.572
eu,46.072,-27.585
eu,45.983,-27.602
eu,45.985,-27.677
eu,45.936,-27.697
eu,45.883,-27.699
eu,45.878,-27.739
eu,45.829,-27.759
eu,45.7,-27.773
eu,45.599,-27.795
eu,45.526,-27.825
eu,45.536,-27.877
eu,45.521,-27.864
eu,45.48,-27.862
eu,45.456,-27.871
eu,45.466,-27.924
eu,45.43,-27.938
eu,45.39,-27.935
eu,45.337,-27.937
eu,45.344,-27.972
eu,45.28,-27.979
eu,45.215,-27.986
eu,45.163,-27.988
eu,45.098,-27.994
eu,45.127,-28.076
eu,45.066,-28.1
eu,45.03,-28.115
eu,44.968,-28.139
eu,44.92,-28.157
eu,44.909,-28.106
eu,44.864,-28.142
eu,44.812,-28.144
eu,44.751,-28.168
eu,44.628,-28.215
eu,44.518,-28.257
eu,44.405,-28.282
eu,44.307,-28.32
eu,44.184,-28.367
eu,44.198,-28.435
eu,44.145,-28.436
eu,44.096,-28.455
eu,44.023,-28.483
eu,43.931,-28.481
eu,43.845,-28.513
eu,43.768,-28.524
eu,43.768,-28.796
eu,43.698,-28.84
eu,43.628,-28.884
eu,43.493,-28.934
eu,43.389,-29.008
eu,43.208,-29.091
eu,43.08,-29.174
eu,43.081,-29.317
eu,43.028,-29.317
eu,42.952,-29.327
eu,42.838,-29.349
eu,42.724,-29.372
eu,42.715,-29.321
eu,42.674,-29.318
eu,42.613,-29.339
eu,42.527,-29.37
eu,42.413,-29.392
eu,42.291,-29.435
eu,42.289,-29.223
eu,42.237,-29.223
eu,42.175,-29.245
eu,42.083,-29.242
eu,41.929,-29.261
eu,41.91,-29.162
eu,41.8,-29.2
eu,41.683,-29.206
eu,41.52,-29.245
eu,41.385,-29.292
eu,41.247,-29.322
eu,41.215,-29.229
eu,41.126,-29.242
eu,40.985,-29.256
eu,40.871,-29.278
eu,40.705,-29.3
eu,40.57,-29.346
eu,40.599,-29.561
eu,40.55,-29.577
eu,40.469,-29.57
eu,40.383,-29.598
eu,40.285,-29.631
eu,40.208,-29.64
eu,40.107,-29.657
eu,40.106,-29.588
eu,40.079,-29.58
eu,40.033,-29.613
eu,39.993,-29.609
eu,39.4,-29.77
eu,39.4,-29.77
FT,-15.559,-177.13
FT,-15.604,-176.66
FT,-15.489,-176.526
FT,-15.419,-176.462
FT,-15.312,-176.387
FT,-15.184,-176.341
FT,-15.05,-176.331
FT,-14.904,-176.319
FT,-14.78,-176.339
FT,-14.634,-176.346
FT,-14.634,-176.346
FT,-14.671,-176.88
FT,-14.706,-177.415
FT,-14.646,-177.746
FT,-14.317,-178.24
FT,-13.986,-178.733
FT,-14.23,-178.768
FT,-14.224,-178.888
FT,-14.928,-179.048
FT,-14.936,-179.288
FT,-15.527,-179.444
FT,-15.527,-179.444
FT,-15.377,-178.812
FT,-15.325,-178.264
FT,-15.398,-177.691
FT,-15.559,-177.13
FT,-15.559,-177.13
GP,2.635,-102.068
GP,2.574,-102.082
GP,2.502,-102.077
GP,2.486,-102.085
GP,2.412,-102.085
GP,2.391,-102.09
GP,2.327,-102.088
GP,2.308,-102.08
GP,2.161,-102.075
GP,2.137,-102.067
GP,2.024,-102.075
GP,1.972,-102.076
GP,1.903,-102.088
GP,1.904,-102.104
GP,1.778,-102.133
GP,1.752,-102.262
GP,1.541,-102.23
GP,1.528,-102.257
GP,1.361,-102.222
GP,1.349,-102.243
GP,1.221,-102.203
GP,1.214,-102.223
GP,1.134,-102.181
GP,1.134,-102.181
GP,1.206,-102.082
GP,1.269,-101.959
GP,1.334,-101.825
GP,1.404,-101.644
GP,1.318,-101.58
GP,1.389,-101.487
GP,1.338,-101.423
GP,1.399,-101.348
GP,1.35,-101.315
GP,1.423,-101.195
GP,1.386,-101.153
GP,1.471,-101.047
GP,1.514,-101.074
GP,1.655,-100.964
GP,1.679,-100.973
GP,1.743,-100.908
GP,1.832,-100.974
GP,1.906,-101.049
GP,1.98,-101.149
GP,2.049,-101.27
GP,2.104,-101.356
GP,2.16,-101.438
GP,2.232,-101.512
GP,2.232,-101.512
GP,2.605,-101.49
GP,2.64,-101.697
GP,2.642,-101.878
GP,2.635,-102.068
GP,2.635,-102.068
in,13.848,57.14
in,13.138,57.639
in,12.284,58.017
in,11.359,57.576
in,10.434,57.138
in,9.857,56.977
in,9.293,58.263
in,8.647,58.251
in,8.167,58.918
in,7.673,59.22
in,6.951,60.179
in,6.31,60.67
in,5.91,61.142
in,5.49,61.657
in,4.911,62.0
in,4.523,62.457
in,4.108,63.002
in,3.893,62.868
in,3.631,63.331
in,3.217,64.618
in,2.921,65.213
in,2.752,66.379
in,2.393,66.179
in,2.052,65.992
in,1.859,66.333
in,1.621,66.673
in,1.331,66.493
in,1.068,66.87
in,0.722,66.657
in,0.337,67.159
in,-0.039,66.839
in,-0.34,67.209
in,-0.578,67.023
in,-1.04,67.662
in,-1.44,67.367
in,-1.913,67.929
in,-2.088,67.788
in,-2.54,68.249
in,-2.888,67.892
in,-3.351,68.27
in,-3.771,68.667
in,-4.118,68.349
in,-4.549,68.751
in,-5.042,68.198
in,-5.472,68.607
in,-5.891,68.219
in,-6.259,67.782
in,-6.811,68.274
in,-6.811,68.274
in,-6.538,69.007
in,-6.445,69.806
in,-6.474,70.292
in,-6.502,70.786
in,-6.599,71.312
in,-6.696,71.834
in,-6.867,72.355
in,-7.038,72.884
in,-7.039,73.392
in,-6.191,73.544
in,-5.778,73.704
in,-4.927,73.77
in,-4.307,73.883
in,-4.411,74.358
in,-4.514,74.833
in,-4.776,75.518
in,-5.038,76.203
in,-5.046,76.779
in,-5.055,77.356
in,-4.994,77.981
in,-4.932,78.606
in,-4.752,79.141
in,-4.573,79.676
in,-4.393,80.374
in,-4.213,81.072
in,-4.031,81.701
in,-3.848,82.33
in,-3.641,82.796
in,-3.433,83.263
in,-3.225,83.729
in,-3.017,84.195
in,-3.181,84.987
in,-3.344,85.779
in,-3.716,86.501
in,-4.088,87.225
in,-3.529,87.923
in,-2.969,88.62
in,-2.271,88.828
in,-1.574,89.036
in,-1.179,89.43
in,-0.783,89.825
in,-0.45,90.63
in,-0.117,91.436
jf,51.612,-130.85
jf,51.185,-131.074
jf,50.908,-130.753
jf,50.465,-130.254
jf,50.298,-130.329
jf,50.217,-130.162
jf,50.055,-130.3
jf,49.983,-130.162
jf,49.479,-130.501
jf,49.177,-129.705
jf,48.869,-128.919
jf,48.476,-129.147
jf,48.324,-128.94
jf,47.835,-129.19
jf,47.727,-128.938
jf,47.065,-129.259
jf,46.401,-129.572
jf,46.433,-129.803
jf,46.229,-129.917
jf,46.196,-130.051
jf,45.943,-130.073
jf,45.896,-129.869
jf,45.736,-129.936
jf,45.414,-130.187
jf,45.285,-130.069
jf,44.929,-130.367
jf,44.589,-130.48
jf,44.208,-129.498
jf,43.818,-128.528
jf,43.419,-127.571
jf,43.014,-126.627
jf,42.357,-127.039
jf,41.692,-127.241
jf,41.641,-127.401
jf,41.555,-127.446
jf,41.589,-127.56
jf,41.081,-127.639
jf,40.573,-127.717
jf,40.538,-127.579
jf,40.45,-127.579
jf,40.422,-126.869
jf,40.39,-126.159
jf,40.354,-125.45
jf,40.313,-124.742
jf,40.313,-124.742
jf,40.633,-124.953
jf,40.884,-124.933
jf,41.135,-125.089
jf,41.38,-125.182
jf,41.652,-125.309
jf,41.818,-125.281
jf,41.986,-125.313
jf,42.142,-125.331
jf,42.285,-125.29
jf,42.359,-125.209
jf,42.492,-125.198
jf,42.561,-125.268
jf,42.862,-125.289
jf,43.051,-125.289
jf,43.143,-125.343
