plate,lat,lon
au,-18.686,-176.551
au,-18.6,-176.511
au,-18.472,-176.44
au,-18.307,-176.346
au,-18.267,-176.33
au,-18.131,-176.297
au,-18.055,-176.304
au,-17.873,-176.403
au,-17.731,-176.462
au,-17.574,-176.532
au,-17.399,-176.625
au,-17.219,-176.713
au,-17.034,-176.82
au,-16.877,-176.921
au,-16.725,-177.068
au,-16.575,-177.201
au,-16.437,-177.364
au,-16.32,-177.513
au,-16.177,-177.678
au,-16.107,-177.664
au,-16.024,-177.634
au,-15.961,-177.575
au,-15.899,-177.493
au,-15.807,-177.384
au,-15.71,-177.248
au,-15.559,-177.13
au,-15.559,-177.13
au,-15.398,-177.691
au,-15.325,-178.264
au,-15.377,-178.812
au,-15.527,-179.444
au,-15.527,-179.444
au,-15.542,-179.739
au,-15.542,-179.739
au,-15.654,179.89
au,-15.678,179.614
au,-15.729,179.332
au,-15.812,178.936
au,-15.897,178.562
au,-15.897,178.562
au,-15.984,178.524
au,-16.092,178.491
au,-16.104,178.402
au,-16.11,178.283
au,-16.115,178.171
au,-16.148,178.086
au,-16.172,178.007
au,-16.222,177.876
au,-16.227,177.806
au,-16.229,177.721
au,-16.224,177.588
au,-16.212,177.4
au,-16.302,177.345
au,-16.3,177.414
au,-16.51,177.412
au,-16.506,177.269
au,-16.504,177.19
au,-16.505,177.13
au,-16.516,177.035
au,-16.523,176.949
au,-16.544,176.883
au,-16.545,176.79
au,-16.553,176.671
au,-16.557,176.545
au,-16.569,176.377
au,-16.552,176.184
au,-16.552,176.184
au,-16.67,176.179
au,-16.816,176.148
au,-16.965,176.106
au,-17.09,176.065
au,-17.239,176.036
au,-17.541,175.986
au,-17.804,175.973
au,-17.823,176.336
au,-18.038,176.342
au,-18.14,176.3
au,-18.242,176.244
au,-18.319,176.215
au,-18.611,176.212
au,-18.732,176.136
au,-18.895,176.061
au,-19.022,175.975
au,-19.08,175.922
au,-19.162,175.9
au,-19.327,175.885
au,-19.445,175.839
au,-19.547,175.772
au,-19.755,175.559
au,-19.977,175.574
au,-20.189,175.59
au,-20.189,175.59
au,-20.629,175.828
au,-21.166,176.121
au,-21.422,175.733
au,-21.75,175.231
au,-22.17,174.584
au,-22.488,174.034
au,-22.488,174.034
au,-22.835,173.606
au,-22.834,173.212
au,-23.007,173.04
au,-23.069,172.783
au,-23.178,172.439
au,-23.178,172.439
au,-23.177,172.361
au,-23.171,172.278
au,-23.176,172.197
au,-23.173,172.06
au,-23.155,171.95
au,-23.149,171.854
au,-23.146,171.703
au,-23.127,171.62
au,-23.11,171.496
au,-23.091,171.385
au,-23.072,171.288
au,-23.03,171.162
au,-23.0,171.037
au,-22.968,170.939
au,-22.949,170.842
au,-22.917,170.745
au,-22.884,170.66
au,-22.827,170.547
au,-22.759,170.42
au,-22.702,170.321
au,-22.644,170.221
au,-22.587,170.109
au,-22.516,170.036
au,-22.445,169.95
au,-22.35,169.835
au,-22.23,169.719
au,-22.124,169.577
au,-22.052,169.491
au,-21.98,169.419
au,-21.909,169.32
au,-21.823,169.288
au,-21.725,169.215
au,-21.64,169.143
au,-21.506,169.054
au,-21.42,168.996
au,-21.261,168.879
au,-21.102,168.776
au,-21.016,168.705
au,-20.893,168.645
au,-20.782,168.585
au,-20.646,168.512
au,-20.474,168.396
au,-20.325,168.335
au,-20.201,168.263
au,-20.09,168.191
au,-20.003,168.16
au,-19.893,168.075
au,-19.769,168.003
au,-19.632,167.943
au,-19.533,167.886
au,-19.372,167.812
au,-19.236,167.727
au,-19.048,167.68
au,-18.886,167.607
au,-18.712,167.521
au,-18.611,167.504
au,-18.485,167.486
au,-18.36,167.455
au,-18.247,167.424
au,-18.147,167.394
au,-18.022,167.35
au,-17.922,167.32
au,-17.759,167.275
au,-17.634,167.245
au,-17.521,167.215
au,-17.395,167.171
au,-17.307,167.155
au,-17.209,167.059
au,-17.098,166.95
au,-16.987,166.868
au,-16.836,166.81
au,-16.737,166.728
au,-16.625,166.659
au,-16.538,166.604
au,-16.438,166.562
au,-16.3,166.506
au,-16.187,166.45
au,-16.087,166.395
au,-15.975,166.34
au,-15.887,166.285
au,-15.799,166.27
au,-15.674,166.227
au,-15.56,166.225
au,-15.434,166.209
au,-15.345,166.193
au,-15.244,166.217
au,-15.13,166.228
au,-15.041,166.213
au,-14.889,166.262
au,-14.686,166.271
au,-14.559,166.268
au,-14.421,166.252
au,-14.345,166.25
au,-14.181,166.234
au,-13.991,166.204
au,-13.828,166.161
au,-13.779,166.154
au,-13.779,166.154
au,-13.676,166.132
au,-13.513,166.09
au,-13.261,166.02
au,-13.072,165.952
au,-12.87,165.909
au,-12.744,165.894
au,-12.517,165.838
au,-12.316,165.77
au,-12.127,165.715
au,-11.887,165.621
au,-11.686,165.514
au,-11.549,165.396
au,-11.411,165.252
au,-11.287,165.07
au,-11.2,164.901
au,-11.164,164.758
au,-11.114,164.641
au,-11.09,164.512
au,-11.091,164.409
au,-11.118,164.267
au,-11.144,164.151
au,-11.158,163.996
au,-11.185,163.854
au,-11.199,163.699
au,-11.238,163.505
au,-11.265,163.311
au,-11.291,163.195
au,-11.311,163.053
au,-11.356,162.833
au,-11.382,162.626
au,-11.421,162.484
au,-11.421,162.354
au,-11.422,162.225
au,-11.434,162.109
au,-11.422,162.018
au,-11.397,161.901
au,-11.359,161.798
au,-11.321,161.72
au,-11.283,161.552
au,-11.245,161.461
au,-11.232,161.384
au,-11.194,161.306
au,-11.168,161.202
au,-11.13,161.125
au,-11.054,161.06
au,-11.029,160.996
au,-10.965,160.931
au,-10.914,160.867
au,-10.838,160.776
au,-10.787,160.725
au,-10.723,160.622
au,-10.672,160.544
au,-10.634,160.493
au,-10.57,160.364
au,-10.519,160.287
au,-10.468,160.21
au,-10.417,160.132
au,-10.379,160.068
au,-10.315,159.978
au,-10.277,159.914
au,-10.251,159.837
au,-10.2,159.772
au,-10.174,159.708
au,-10.123,159.644
au,-10.084,159.58
au,-10.021,159.503
au,-9.969,159.439
au,-9.931,159.362
au,-9.88,159.285
au,-9.829,159.221
au,-9.765,159.17
au,-9.726,159.119
au,-9.688,159.068
au,-9.65,159.003
au,-9.624,158.926
au,-9.585,158.85
au,-9.559,158.773
au,-9.546,158.709
au,-9.507,158.58
au,-9.481,158.478
au,-9.442,158.388
au,-9.39,158.273
au,-9.313,158.145
au,-9.249,158.056
au,-9.21,157.992
au,-9.159,157.916
au,-9.107,157.827
au,-9.068,157.724
au,-9.004,157.648
au,-8.965,157.572
au,-8.9,157.419
au,-8.823,157.317
au,-8.784,157.241
au,-8.746,157.177
au,-8.706,157.049
au,-8.642,156.935
au,-8.615,156.858
au,-8.602,156.782
au,-8.563,156.706
au,-8.382,156.467
au,-8.174,156.296
au,-8.174,156.296
au,-8.385,156.331
au,-8.598,156.361
au,-8.809,156.39
au,-9.179,156.428
au,-9.206,156.35
au,-9.225,156.258
au,-9.268,156.101
au,-9.381,156.124
au,-9.405,156.066
au,-9.538,156.086
au,-9.558,155.989
au,-9.548,155.979
au,-9.555,155.908
au,-9.572,155.813
au,-9.526,155.797
au,-9.548,155.708
au,-9.581,155.599
au,-9.531,155.577
au,-9.568,155.473
au,-9.493,155.436
au,-9.532,155.347
au,-9.556,155.291
au,-9.621,155.172
au,-9.73,155.172
au,-9.795,155.07
au,-9.835,154.951
au,-9.839,154.856
au,-9.723,154.849
au,-9.763,154.719
au,-9.811,154.596
au,-9.872,154.379
au,-9.913,154.218
au,-10.279,154.219
au,-10.323,154.169
au,-10.331,154.125
au,-10.341,154.01
au,-10.325,153.847
au,-10.345,153.752
au,-10.355,153.552
au,-10.398,153.362
au,-10.398,153.174
au,-10.384,152.855
au,-10.088,152.849
au,-10.078,152.651
au,-10.056,152.547
au,-10.047,152.413
au,-10.039,152.223
au,-9.945,152.214
au,-9.944,152.086
au,-9.942,152.024
au,-9.93,151.918
au,-9.906,151.838
au,-9.761,151.834
au,-9.76,151.654
au,-9.76,151.654
au,-9.676,151.545
au,-9.681,151.005
au,-9.687,150.466
au,-9.945,150.245
au,-9.801,149.676
au,-9.353,149.133
au,-9.57,148.751
au,-9.212,148.207
au,-8.886,147.539
au,-8.598,146.954
au,-8.598,146.954
au,-8.41,146.918
au,-8.103,146.398
au,-7.661,145.666
au,-7.374,145.249
au,-7.023,144.74
au,-6.813,144.136
au,-6.558,143.569
au,-6.295,142.956
au,-5.986,142.231
au,-5.727,141.483
au,-5.145,140.847
au,-5.11,140.798
au,-5.11,140.798
au,-4.931,140.264
au,-4.751,139.731
au,-4.548,138.959
au,-4.442,138.484
au,-4.337,138.01
au,-4.221,137.177
au,-4.199,136.672
au,-4.177,136.167
au,-4.218,135.459
au,-4.298,134.966
au,-4.298,134.966
au,-4.437,134.488
au,-4.812,133.906
au,-4.812,133.906
au,-5.344,133.449
au,-5.641,133.982
au,-6.348,133.686
au,-6.515,133.188
au,-6.681,132.689
au,-6.681,132.689
au,-6.989,132.431
au,-7.661,131.867
au,-8.267,131.415
au,-8.267,131.415
au,-8.562,130.933
au,-8.726,130.54
au,-8.926,129.861
au,-9.02,129.106
au,-9.095,128.376
au,-9.133,127.9
au,-9.221,127.43
au,-9.39,126.853
au,-9.596,126.333
au,-9.784,125.869
au,-9.984,125.482
au,-10.159,125.159
au,-10.39,124.734
au,-10.708,123.96
au,-10.995,123.217
au,-11.188,122.627
au,-11.412,121.783
au,-11.493,121.11
au,-11.492,120.886
au,-11.492,120.886
au,-11.524,120.451
au,-11.462,119.841
au,-11.393,119.27
au,-11.362,118.75
au,-11.387,118.236
au,-11.337,117.576
au,-11.331,116.853
au,-11.275,116.174
au,-11.219,115.571
au,-11.15,115.013
au,-11.088,114.41
au,-10.964,113.756
au,-10.87,113.204
au,-10.758,112.563
au,-10.652,112.17
au,-10.577,111.523
au,-10.477,111.015
au,-10.477,110.615
au,-10.44,110.159
au,-10.371,109.626
au,-10.328,109.067
au,-10.178,108.363
au,-10.053,107.836
au,-9.89,107.379
au,-9.665,106.827
au,-9.371,106.345
au,-9.24,106.123
au,-8.926,105.59
au,-8.569,104.981
au,-8.167,104.576
au,-8.167,104.576
au,-7.863,103.763
au,-7.621,103.183
au,-7.197,102.452
au,-7.955,101.862
au,-8.719,101.263
au,-9.49,100.657
au,-10.266,100.042
au,-11.048,99.419
au,-11.834,98.789
au,-12.624,98.15
au,-13.418,97.503
au,-14.215,96.847
au,-15.014,96.184
au,-15.815,95.513
au,-16.617,94.834
au,-17.419,94.146
au,-18.221,93.451
au,-19.022,92.748
au,-19.822,92.038
au,-20.619,91.319
au,-21.413,90.593
au,-22.204,89.86
au,-22.99,89.119
au,-23.771,88.372
au,-24.546,87.617
au,-25.315,86.855
au,-26.077,86.087
au,-26.832,85.312
au,-27.578,84.531
au,-28.316,83.744
au,-29.044,82.951
au,-29.763,82.153
au,-30.472,81.349
au,-31.169,80.54
au,-31.856,79.726
au,-32.531,78.908
au,-33.194,78.086
BH,1.059,129.197
BH,1.623,128.752
BH,1.974,128.187
BH,2.29,128.081
BH,1.706,126.426
BH,1.001,126.144
BH,0.19,125.969
BH,-0.278,125.969
BH,-0.278,125.969
BH,-0.648,126.393
BH,-1.018,126.817
BH,-1.388,127.241
BH,-1.758,127.666
BH,-1.758,127.666
BH,-2.286,128.383
BH,-2.286,128.383
BH,-2.416,129.258
BH,-2.519,130.107
BH,-2.694,130.585
BH,-2.868,131.063
BH,-3.149,131.489
BH,-3.429,131.915
BH,-3.935,132.316
BH,-4.44,132.717
BH,-4.44,132.717
BH,-4.626,133.311
BH,-4.812,133.906
BH,-4.812,133.906
BH,-4.437,134.488
BH,-4.298,134.966
BH,-4.298,134.966
BH,-3.849,135.262
BH,-3.403,135.771
BH,-3.1,136.167
BH,-2.796,136.562
BH,-2.493,136.931
BH,-2.295,137.282
BH,-2.08,137.634
BH,-1.9,138.003
BH,-1.754,138.488
BH,-1.607,138.972
BH,-1.607,138.972
BH,-1.159,138.793
BH,-1.159,138.793
BH,-0.82,138.674
BH,-0.718,138.054
BH,-0.616,137.435
BH,-0.422,136.943
BH,-0.228,136.451
BH,-0.023,135.656
BH,0.421,134.938
BH,0.259,134.471
BH,0.057,133.899
BH,-0.146,133.327
BH,-0.043,132.824
BH,0.017,132.515
BH,0.034,132.373
BH,0.15,131.738
BH,0.475,130.546
BH,0.684,129.989
BR,-13.411,172.571
BR,-13.693,172.74
BR,-13.965,172.881
BR,-14.294,173.019
BR,-14.51,173.139
BR,-14.669,173.178
BR,-14.77,173.21
BR,-14.897,173.259
BR,-14.992,173.294
BR,-15.081,173.32
BR,-15.154,173.346
BR,-15.234,173.359
BR,-15.361,173.388
BR,-15.437,173.428
BR,-15.504,173.464
BR,-15.567,173.516
BR,-15.605,173.539
BR,-15.697,173.555
BR,-15.779,173.4
BR,-15.922,173.485
BR,-16.027,173.531
BR,-16.151,173.567
BR,-16.259,173.455
BR,-16.497,173.593
BR,-16.614,173.669
BR,-16.713,173.718
BR,-16.798,173.788
BR,-16.849,173.901
BR,-16.849,173.901
BR,-16.563,174.503
BR,-16.873,174.885
BR,-16.748,175.107
BR,-16.741,175.226
BR,-16.629,175.381
BR,-16.622,175.487
BR,-16.586,175.612
BR,-16.558,175.893
BR,-16.552,176.184
BR,-16.552,176.184
BR,-16.569,176.377
BR,-16.557,176.545
BR,-16.553,176.671
BR,-16.545,176.79
BR,-16.544,176.883
BR,-16.523,176.949
BR,-16.516,177.035
BR,-16.505,177.13
BR,-16.504,177.19
BR,-16.506,177.269
BR,-16.51,177.412
BR,-16.3,177.414
BR,-16.302,177.345
BR,-16.212,177.4
BR,-16.224,177.588
BR,-16.229,177.721
BR,-16.227,177.806
BR,-16.222,177.876
BR,-16.172,178.007
BR,-16.148,178.086
BR,-16.115,178.171
BR,-16.11,178.283
BR,-16.104,178.402
BR,-16.092,178.491
BR,-15.984,178.524
BR,-15.897,178.562
BR,-15.897,178.562
BR,-15.812,178.936
BR,-15.729,179.332
BR,-15.678,179.614
BR,-15.654,179.89
BR,-15.542,-179.739
BR,-15.542,-179.739
BR,-15.218,179.79
BR,-14.975,179.389
BR,-14.784,179.012
BR,-14.501,178.469
BR,-14.309,178.029
BR,-14.055,177.417
BR,-14.055,177.417
BR,-13.948,177.167
BR,-13.853,176.966
BR,-13.731,176.618
BR,-13.672,176.256
BR,-13.643,176.021
BR,-13.422,175.947
BR,-13.326,175.659
BR,-13.244,175.314
BR,-13.335,174.898
BR,-13.395,174.784
BR,-13.415,174.661
BR,-13.396,174.482
BR,-13.295,173.941
BR,-13.517,173.671
BR,-13.489,173.049
BR,-13.411,172.571
BR,-13.411,172.571
BS,-3.719,127.325
BS,-4.188,126.963
BS,-4.471,126.432
BS,-4.754,125.901
BS,-4.789,125.282
BS,-4.824,124.662
BS,-4.701,124.06
BS,-4.576,123.458
BS,-3.941,123.706
BS,-3.094,123.672
BS,-2.846,123.424
BS,-2.598,122.823
BS,-2.35,122.223
BS,-2.154,121.728
BS,-1.959,121.234
BS,-1.71,120.811
BS,-1.461,120.388
BS,-0.859,119.896
BS,-0.081,119.475
BS,-0.081,119.475
BS,-0.68,119.296
BS,-1.491,119.045
BS,-1.95,118.884
BS,-2.408,118.723
BS,-3.255,118.578
BS,-3.61,118.823
BS,-3.61,118.823
BS,-3.966,119.565
BS,-4.303,119.953
BS,-4.64,120.341
BS,-5.276,120.516
BS,-6.122,120.62
BS,-6.968,120.546
BS,-7.812,120.543
BS,-7.812,120.543
BS,-7.99,121.253
BS,-8.062,121.891
BS,-7.853,122.673
BS,-7.784,123.383
BS,-7.784,124.235
BS,-7.644,124.75
BS,-7.503,125.264
BS,-7.433,125.761
BS,-7.309,126.258
BS,-7.185,126.755
BS,-7.184,127.393
BS,-6.99,127.854
BS,-6.795,128.315
BS,-6.565,128.776
BS,-6.334,129.236
BS,-6.526,129.839
BS,-6.717,130.443
BS,-6.68,131.01
BS,-6.642,131.577
BS,-6.662,132.133
BS,-6.681,132.689
BS,-6.681,132.689
BS,-6.515,133.188
BS,-6.348,133.686
BS,-5.641,133.982
BS,-5.344,133.449
BS,-4.812,133.906
BS,-4.812,133.906
BS,-4.626,133.311
BS,-4.44,132.717
BS,-4.44,132.717
BS,-3.935,132.316
BS,-3.429,131.915
BS,-3.149,131.489
BS,-2.868,131.063
BS,-2.694,130.585
BS,-2.519,130.107
BS,-2.416,129.258
BS,-2.286,128.383
BS,-2.286,128.383
BS,-1.758,127.666
BS,-1.758,127.666
BS,-2.447,127.667
BS,-3.163,127.51
BS,-3.719,127.325
BS,-3.719,127.325
BU,14.4,96.48
BU,15.136,96.406
BU,13.154,91.889
BU,12.283,91.7
BU,11.3,91.591
BU,10.514,91.576
BU,9.604,91.533
BU,8.656,91.651
BU,8.16,91.781
BU,7.663,91.903
BU,6.948,92.278
BU,6.333,92.376
BU,5.702,92.537
BU,5.005,92.665
BU,4.384,92.903
BU,3.716,93.227
BU,3.048,93.754
BU,2.457,94.405
BU,2.104,94.979
BU,1.882,95.542
BU,1.487,96.089
BU,1.345,96.202
BU,1.763,96.743
BU,4.644,96.567
ca,18.959,-61.553
ca,19.275,-62.176
ca,19.574,-62.847
ca,19.692,-63.36
ca,19.724,-63.76
ca,19.779,-64.344
ca,19.833,-65.129
ca,19.829,-65.694
ca,19.825,-66.259
ca,19.754,-67.04
ca,19.721,-67.531
ca,19.687,-68.022
ca,19.589,-68.853
ca,19.696,-69.415
ca,19.802,-69.978
ca,20.002,-70.626
ca,20.201,-71.277
ca,20.267,-71.804
ca,20.331,-72.332
ca,20.291,-73.239
ca,20.166,-73.994
ca,20.037,-74.749
ca,19.99,-75.239
ca,19.942,-75.729
ca,19.845,-76.356
ca,19.747,-76.983
ca,19.623,-77.673
ca,19.497,-78.361
ca,19.381,-79.011
ca,19.264,-79.66
ca,19.16,-80.21
ca,19.054,-80.758
ca,18.96,-81.256
ca,18.865,-81.754
ca,18.333,-81.689
ca,17.802,-81.625
ca,17.691,-82.244
ca,17.626,-82.865
ca,17.481,-83.706
ca,17.344,-84.248
ca,17.107,-84.91
ca,16.911,-85.671
ca,16.695,-86.32
ca,16.476,-86.966
ca,16.251,-87.723
ca,15.958,-88.351
ca,15.622,-88.876
ca,15.215,-89.372
ca,14.815,-89.718
ca,14.392,-90.037
ca,13.917,-90.426
ca,13.394,-90.81
ca,12.584,-90.898
ca,12.584,-90.898
ca,12.543,-90.293
ca,12.295,-89.619
ca,11.999,-88.92
ca,11.697,-88.319
ca,11.397,-87.89
ca,11.096,-87.462
ca,10.547,-86.975
ca,10.235,-86.648
ca,10.235,-86.648
ca,10.388,-86.248
ca,10.489,-85.969
ca,10.567,-85.716
ca,10.627,-85.435
ca,10.653,-85.124
ca,10.593,-84.746
ca,10.537,-84.424
ca,10.448,-84.073
ca,10.321,-83.782
ca,10.209,-83.465
ca,10.053,-83.209
ca,9.873,-83.021
ca,9.77,-82.802
ca,9.599,-82.525
ca,9.509,-82.313
ca,9.44,-82.08
ca,9.444,-81.654
ca,9.587,-81.469
ca,9.778,-81.306
ca,9.935,-81.079
ca,10.058,-80.879
ca,10.058,-80.879
ca,10.154,-80.636
ca,10.271,-80.365
ca,10.305,-80.105
ca,10.389,-79.748
ca,10.431,-79.432
ca,10.415,-79.234
ca,10.479,-79.151
ca,10.579,-78.97
ca,10.653,-78.746
ca,10.639,-78.427
ca,10.615,-78.229
ca,10.547,-78.129
ca,10.432,-77.922
ca,10.27,-77.679
ca,10.098,-77.499
ca,9.9,-77.291
ca,9.631,-77.083
ca,9.376,-76.924
ca,9.065,-76.765
ca,8.731,-76.684
ca,8.731,-76.684
ca,9.017,-76.701
ca,9.379,-76.706
ca,9.761,-76.703
ca,10.09,-76.594
ca,10.329,-76.456
ca,10.574,-76.275
ca,10.765,-76.064
ca,11.087,-75.905
ca,11.39,-75.631
ca,11.595,-75.37
ca,11.764,-75.123
ca,11.914,-74.796
ca,12.021,-74.476
ca,12.224,-74.307
ca,12.386,-74.058
ca,12.743,-73.874
ca,13.058,-73.632
ca,13.29,-73.303
ca,13.367,-72.916
ca,13.41,-72.428
ca,13.465,-71.84
ca,13.503,-71.195
ca,13.438,-70.953
ca,13.31,-70.659
ca,13.31,-70.659
ca,13.162,-70.496
ca,12.93,-70.183
ca,12.668,-69.863
ca,12.45,-69.594
ca,12.175,-69.348
ca,11.844,-69.024
ca,11.513,-68.73
ca,11.174,-68.379
ca,10.815,-68.087
ca,10.499,-67.961
ca,10.499,-67.961
ca,10.592,-67.499
ca,10.667,-66.87
ca,10.662,-66.437
ca,10.653,-65.964
ca,10.615,-65.526
ca,10.6,-65.121
ca,10.539,-64.997
ca,10.474,-64.508
ca,10.519,-64.21
ca,10.532,-63.878
ca,10.532,-63.878
ca,10.509,-63.233
ca,10.482,-62.641
ca,10.459,-62.158
ca,10.427,-61.542
ca,10.395,-60.927
ca,10.345,-60.457
ca,10.295,-59.988
ca,10.22,-59.121
ca,10.19,-58.639
ca,10.16,-58.157
ca,10.16,-58.157
ca,10.634,-57.762
ca,11.144,-57.533
ca,11.661,-57.424
ca,12.427,-57.468
ca,13.102,-57.568
ca,13.874,-57.711
ca,14.499,-57.791
ca,14.864,-57.913
ca,15.15,-58.288
ca,15.284,-58.526
ca,15.412,-58.666
ca,15.77,-58.692
ca,15.991,-58.801
ca,16.397,-58.824
ca,16.912,-59.088
ca,17.243,-59.465
ca,17.548,-59.819
ca,17.823,-60.051
ca,18.191,-60.278
ca,18.513,-60.534
ca,18.595,-60.729
ca,18.889,-60.912
ca,18.959,-61.553
ca,18.959,-61.553
CL,9.379,138.359
CL,8.534,137.982
CL,7.871,137.529
CL,7.368,136.759
CL,6.989,136.183
CL,6.61,134.269
CL,6.156,133.674
CL,5.734,133.308
CL,5.349,133.24
CL,5.016,133.189
CL,4.454,132.911
CL,4.12,132.79
CL,3.698,132.74
CL,3.312,132.795
CL,2.908,132.85
CL,2.539,132.817
CL,1.165,132.72
CL,0.812,132.651
CL,-0.043,132.824
CL,-0.146,133.327
CL,-0.023,135.656
CL,-0.228,136.451
CL,-0.422,136.943
CL,-0.616,137.435
CL,-0.718,138.054
CL,-0.82,138.674
CL,-1.159,138.793
CL,-1.159,138.793
CL,-1.39,139.257
CL,-1.557,139.805
CL,-1.767,140.226
CL,-1.893,140.837
CL,-2.167,141.195
CL,-2.272,141.594
CL,-2.398,141.868
CL,-2.693,142.246
CL,-2.693,142.246
CL,-2.462,142.394
CL,-1.916,142.626
CL,-1.454,142.922
CL,-1.16,143.26
CL,-0.951,143.808
CL,-0.742,144.357
CL,-0.534,145.033
CL,-0.473,145.497
CL,-0.349,145.919
CL,-0.29,146.595
CL,-0.294,147.059
CL,-0.275,147.354
CL,-0.426,147.859
CL,-0.409,148.344
CL,-0.392,148.724
CL,-0.457,148.913
CL,-0.65,149.27
CL,-0.65,149.27
CL,-0.397,149.251
CL,-0.143,149.191
CL,0.406,149.112
CL,0.937,148.863
CL,1.487,148.7
CL,2.058,148.684
CL,2.629,148.668
CL,3.137,148.694
CL,3.776,148.191
CL,4.393,147.772
CL,4.765,147.425
CL,5.138,147.078
CL,5.511,146.73
CL,5.883,146.382
CL,6.353,145.471
CL,6.677,144.026
co,10.235,-86.648
co,10.547,-86.975
co,11.096,-87.462
co,11.397,-87.89
co,11.697,-88.319
co,11.999,-88.92
co,12.295,-89.619
co,12.543,-90.293
co,12.584,-90.898
co,12.584,-90.898
co,12.832,-91.308
co,13.08,-91.719
co,13.271,-92.063
co,13.223,-92.272
co,13.498,-92.599
co,13.722,-92.962
co,13.793,-93.309
co,14.016,-93.656
co,14.222,-94.055
co,14.479,-94.542
co,14.7,-94.873
co,14.887,-95.117
co,15.09,-95.466
co,15.277,-95.799
co,15.361,-96.219
co,15.36,-96.727
co,15.358,-97.217
co,15.508,-97.691
co,15.64,-98.166
co,15.771,-98.588
co,15.919,-99.028
co,16.134,-99.435
co,16.298,-99.806
co,16.442,-100.336
co,16.636,-100.867
co,17.026,-101.703
co,17.28,-102.432
co,17.616,-103.2
co,17.92,-103.792
co,18.138,-104.191
co,18.209,-104.406
co,18.368,-104.725
co,18.622,-105.043
co,18.762,-105.247
co,18.762,-105.247
co,18.551,-105.352
co,18.355,-105.442
co,18.14,-105.51
co,17.881,-105.586
co,17.881,-105.586
co,17.768,-105.399
co,17.031,-105.367
co,16.261,-105.398
co,15.558,-105.357
co,15.108,-105.32
co,15.274,-104.69
co,14.672,-104.563
co,14.07,-104.437
co,13.328,-104.181
co,12.587,-103.927
co,11.89,-103.772
co,11.872,-103.875
co,11.405,-103.807
co,10.937,-103.739
co,10.275,-103.628
co,10.123,-103.598
co,10.017,-104.296
co,9.175,-104.296
co,8.456,-104.258
co,8.34,-104.229
co,8.37,-103.595
co,8.4,-102.961
co,7.791,-102.81
co,7.182,-102.659
co,6.355,-102.558
co,5.529,-102.457
co,4.653,-102.32
co,3.778,-102.184
co,3.751,-102.259
co,3.458,-102.199
co,3.239,-102.219
co,3.239,-102.219
co,3.072,-102.193
co,2.889,-102.145
co,2.893,-102.118
co,2.798,-102.096
co,2.786,-102.109
co,2.635,-102.068
co,2.635,-102.068
co,2.642,-101.878
co,2.64,-101.697
co,2.605,-101.49
co,2.232,-101.512
co,2.232,-101.512
co,2.241,-101.203
co,2.199,-101.196
co,2.21,-101.067
co,2.204,-100.644
co,2.207,-100.394
co,2.207,-100.066
co,2.3,-100.047
co,2.272,-99.913
co,2.273,-99.811
co,2.269,-99.739
co,2.269,-99.739
co,2.19,-99.657
co,2.112,-98.918
co,2.213,-98.889
co,2.145,-98.367
co,2.077,-97.846
co,2.088,-97.551
co,1.898,-97.585
co,1.886,-96.88
co,1.873,-96.175
co,2.238,-96.12
co,2.222,-95.224
co,2.507,-95.198
co,2.44,-94.404
co,2.372,-93.611
co,2.3,-92.928
co,2.227,-92.245
co,2.2,-92.09
co,1.99,-92.118
co,2.011,-91.538
co,1.817,-91.561
co,1.736,-90.697
co,1.12,-90.663
co,1.073,-89.784
co,1.025,-88.904
co,0.977,-88.025
co,0.929,-87.145
co,0.88,-86.266
co,0.832,-85.386
co,1.644,-85.349
co,1.598,-84.576
co,2.066,-84.571
co,2.534,-84.567
co,3.112,-84.467
co,3.139,-83.922
co,3.165,-83.378
co,3.118,-82.806
co,3.595,-82.875
co,4.072,-82.875
co,4.563,-82.875
co,5.054,-82.875
co,5.833,-82.875
co,6.562,-82.875
co,7.118,-82.875
co,7.366,-82.875
co,7.366,-82.875
co,7.592,-83.074
co,7.849,-83.233
co,7.928,-83.36
co,8.044,-83.605
co,8.182,-83.838
co,8.3,-84.007
co,8.474,-84.158
co,8.637,-84.419
co,8.772,-84.686
co,8.937,-85.044
co,9.089,-85.38
co,9.203,-85.612
co,9.423,-85.91
co,9.684,-86.204
co,9.938,-86.449
co,10.235,-86.648
co,10.235,-86.648
cp,-6.811,68.274
cp,-7.253,67.811
cp,-7.648,68.073
cp,-8.027,67.642
cp,-8.492,68.039
cp,-8.881,67.565
cp,-9.27,67.09
cp,-9.63,67.378
cp,-9.99,66.919
cp,-10.35,66.46
cp,-10.762,66.787
cp,-11.21,66.167
cp,-11.559,66.418
cp,-12.018,65.698
cp,-12.426,66.033
cp,-12.833,66.369
cp,-13.268,65.82
cp,-13.777,66.21
cp,-13.979,65.928
cp,-14.339,66.208
cp,-14.698,66.488
cp,-15.27,66.888
cp,-15.822,67.29
cp,-15.942,67.383
cp,-16.139,67.033
cp,-16.659,67.41
cp,-17.09,66.708
cp,-17.45,66.143
cp,-17.783,65.542
cp,-18.058,65.007
cp,-18.443,65.264
cp,-18.828,65.522
cp,-19.578,66.033
cp,-20.078,66.428
cp,-19.87,66.751
cp,-20.218,67.04
cp,-20.073,67.309
cp,-20.369,67.593
cp,-20.28,67.768
cp,-20.469,67.897
cp,-20.291,68.213
